NumberOfAddress,Complain,OrderAmountHikeFromlastYear,OrderCount,DaySinceLastOrder,CashbackAmount,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,CouponUsed
7,false,19,2,2,232.59255853,false,29,Phone,1,8,CC,Male,2,3,Grocery,3,Single,1
3,false,17,2,3,178.49970453,false,1,Computer,3,27,E wallet,Male,4,5,Laptop & Accessory,4,Divorced,2
6,false,26,4,3,214.11685843,false,13,Computer,1,13,Debit Card,Female,3,5,Fashion,1,Married,1
2,false,19,1,3,124.69961112,false,8,Phone,1,17,Debit Card,Male,3,3,Phone,4,Married,0
8,false,13,1,7,154.27025563,false,11,Phone,3,8,Debit Card,Female,3,2,Laptop & Accessory,2,Divorced,1
2,false,18,11,7,200.51552723,true,0,Phone,3,6,E wallet,Female,2,3,Laptop & Accessory,1,Divorced,0
1,false,16,7,8,121.92217604,false,5,Phone,1,13,CC,Male,2,4,Phone,3,Married,5
2,false,23,2,1,153.92621197,true,1,Phone,1,15,Debit Card,Female,4,4,Laptop & Accessory,3,Married,1
5,false,17,2,2,233.07939511,false,19,Phone,1,12,CC,Male,4,4,Fashion,5,Single,2
1,true,14,2,9,128.20910514,false,24,Computer,1,29,Debit Card,Male,2,4,Phone,3,Married,2
6,false,19,2,4,164.02903306,false,20,Phone,1,17,CC,Female,4,4,Phone,4,Married,1
3,false,13,1,0,139.23945872,false,12,Computer,3,9,COD,Female,3,4,Phone,5,Single,0
5,false,13,1,0,134.64425067,false,5,Phone,1,13,CC,Male,2,4,Phone,1,Single,0
3,false,21,2,1,147.16164516,false,15,Phone,1,33,UPI,Female,4,4,Phone,5,Divorced,1
10,true,14,1,7,262.96822181,false,26,Computer,1,16,Debit Card,Female,2,3,Grocery,3,Single,0
6,false,12,3,3,145.78968339,false,17,Phone,1,14,CC,Male,3,2,Phone,2,Divorced,2
2,true,17,2,3,151.40945952,false,4,Phone,1,10,CC,Female,4,4,Phone,3,Married,2
3,false,15,8,8,147.59311271,false,1,Computer,1,17,CC,Male,3,4,Phone,5,Single,2
4,true,22,1,3,140.77482208,false,7,Computer,1,8,UPI,Male,2,3,Laptop & Accessory,5,Single,1
9,false,14,3,3,148.62543705,true,1,Computer,1,26,CC,Female,3,6,Phone,3,Married,1
10,false,18,3,4,293.51139416,false,27,Phone,1,16,CC,Male,2,1,Others,3,Married,3
7,false,18,10,3,226.62187891,false,20,Phone,1,9,CC,Female,3,4,Fashion,1,Married,6
4,false,13,1,7,165.337237,false,28,Computer,1,16,Debit Card,Male,2,3,Laptop & Accessory,5,Single,1
5,true,16,11,12,297.32908695,false,14,Phone,1,11,Debit Card,Male,3,3,Others,1,Married,0
2,false,20,4,7,189.26308023,false,13,Phone,1,34,CC,Female,4,4,Laptop & Accessory,1,Married,4
5,false,17,2,0,239.19366843,false,23,Phone,1,14,CC,Male,3,1,Others,5,Single,1
1,false,17,2,8,204.59621424,false,0,Phone,1,33,Debit Card,Male,2,4,Fashion,3,Single,5
5,false,18,2,3,249.44147259,false,19,Phone,1,7,Debit Card,Male,3,5,Fashion,2,Married,2
1,false,13,2,2,145.79433837,false,0,Computer,1,7,Debit Card,Male,4,2,Phone,5,Married,2
2,false,20,1,7,154.37384525,false,8,Phone,1,22,Debit Card,Female,3,4,Laptop & Accessory,2,Married,1
2,false,23,1,2,281.47241068,false,18,Computer,1,32,CC,Male,3,3,Others,2,Divorced,1
10,false,15,16,17,323.42069295,false,31,Phone,1,9,CC,Female,3,4,Others,1,Married,7
2,true,20,1,4,123.95924564,false,0,Phone,1,15,Debit Card,Female,3,1,Phone,5,Married,1
3,true,22,2,1,146.8609398,true,1,Phone,1,36,UPI,Female,4,5,Phone,1,Married,1
3,false,14,14,11,262.84603686,false,18,Phone,1,10,Debit Card,Male,3,4,Grocery,4,Married,3
3,false,12,2,5,153.04233598,false,1,Computer,1,35,Debit Card,Male,3,4,Phone,3,Single,2
3,false,15,13,9,294.21365329,false,13,Phone,1,13,Debit Card,Male,3,3,Others,3,Married,5
2,false,25,15,4,181.55956678,false,4,Phone,1,7,COD,Male,3,4,Fashion,1,Single,2
2,false,22,1,7,187.96428162,false,0,Phone,1,24,Debit Card,Male,3,3,Fashion,2,Married,0
4,true,11,5,9,165.72607954,false,24,Phone,3,9,Debit Card,Female,2,5,Laptop & Accessory,4,Divorced,0
2,true,13,2,1,145.34878991,false,13,Phone,1,8,CC,Male,3,4,Phone,1,Married,1
7,true,13,2,15,307.80259995,false,20,Phone,1,13,CC,Female,3,3,Others,3,Single,5
6,true,19,2,9,159.01250326,false,18,Phone,1,29,Debit Card,Male,4,4,Laptop & Accessory,4,Divorced,2
2,false,13,1,8,193.79495314,false,3,Phone,1,35,CC,Female,3,4,Laptop & Accessory,2,Single,0
2,true,14,9,12,142.45586034,false,10,Computer,1,12,CC,Female,2,4,Phone,5,Single,8
2,true,12,2,5,159.31844593,false,1,Computer,1,9,CC,Female,3,6,Phone,2,Divorced,1
3,false,14,2,1,140.43992403,false,10,Computer,1,18,COD,Male,4,5,Phone,4,Divorced,1
7,false,17,2,5,190.51529109,false,2,Phone,2,16,Debit Card,Female,3,4,Laptop & Accessory,5,Married,1
2,false,13,13,8,161.81369576,false,0,Phone,1,26,CC,Male,2,4,Laptop & Accessory,2,Single,4
3,false,14,2,2,146.19480607,false,4,Computer,1,16,CC,Female,4,5,Phone,2,Married,2
3,false,14,3,3,148.05482184,false,1,Phone,1,12,CC,Female,3,5,Phone,5,Single,2
4,false,19,2,2,200.45141645,false,3,Phone,3,7,COD,Male,3,4,Laptop & Accessory,3,Married,1
3,false,14,6,8,155.13932299,false,6,Phone,1,12,CC,Male,4,4,Phone,4,Divorced,4
7,true,12,1,2,205.62270223,false,3,Phone,2,24,CC,Male,2,4,Fashion,3,Married,0
5,false,14,1,6,180.20878263,false,10,Phone,1,19,CC,Female,3,3,Laptop & Accessory,1,Married,2
3,false,12,2,1,148.02813048,false,1,Phone,1,13,CC,Male,3,5,Laptop & Accessory,4,Divorced,1
5,false,15,2,3,155.46842395,false,5,Computer,1,26,Debit Card,Male,4,3,Phone,2,Married,1
5,false,13,8,8,172.36331315,false,6,Phone,3,10,E wallet,Female,1,4,Laptop & Accessory,1,Married,5
5,false,17,2,3,147.22988248,false,10,Phone,1,7,CC,Female,4,4,Phone,3,Single,1
3,false,12,2,4,157.26479862,false,1,Phone,3,16,COD,Male,3,4,Phone,3,Married,1
3,false,15,1,5,144.23578302,true,13,Computer,3,32,E wallet,Female,3,3,Laptop & Accessory,5,Divorced,0
3,false,14,2,8,146.25275015,false,1,Phone,1,15,COD,Male,3,3,Phone,4,Single,2
4,false,15,2,1,161.45643268,false,29,Phone,1,9,Debit Card,Female,3,4,Phone,2,Single,10
2,false,11,5,12,233.20612514,false,8,Phone,2,8,Debit Card,Male,2,4,Grocery,2,Single,4
1,false,21,7,8,124.90640866,false,25,Phone,1,14,Debit Card,Male,3,3,Phone,5,Single,5
9,false,16,2,3,227.11903125,false,25,Phone,1,12,CC,Male,3,4,Fashion,1,Married,2
3,true,13,1,3,153.24427867,false,1,Phone,3,19,CC,Female,3,5,Phone,3,Married,1
11,false,14,1,2,135.69810146,false,5,Computer,1,19,CC,Female,3,3,Phone,5,Married,0
3,false,13,6,8,229.74754249,true,1,Phone,3,26,Debit Card,Male,4,6,Fashion,5,Married,5
5,false,18,2,1,146.05011144,false,5,Phone,3,14,CC,Male,4,4,Phone,4,Single,2
2,false,18,1,2,122.98515297,false,8,Phone,1,31,CC,Male,2,4,Phone,3,Single,1
1,false,25,1,6,296.85403796,false,31,Phone,1,13,Debit Card,Male,2,3,Others,3,Divorced,1
1,false,11,1,5,144.47557475,false,18,Phone,1,7,UPI,Female,2,3,Laptop & Accessory,4,Single,0
3,false,12,6,14,179.58902669,false,10,Computer,1,23,COD,Female,3,4,Laptop & Accessory,3,Married,7
9,false,12,2,3,176.22920594,false,22,Phone,1,7,CC,Female,4,4,Laptop & Accessory,5,Single,1
10,false,22,3,3,269.64134409,false,28,Phone,3,28,E wallet,Male,2,4,Grocery,1,Divorced,3
2,false,12,2,5,171.55543179,false,4,Phone,3,14,Debit Card,Male,2,3,Fashion,4,Divorced,2
2,true,16,1,2,145.2685602,false,0,Computer,3,21,Debit Card,Female,3,4,Laptop & Accessory,3,Married,0
5,false,18,2,6,172.0170082,false,13,Phone,1,7,COD,Male,3,4,Laptop & Accessory,4,Divorced,2
4,false,24,2,1,160.65182346,false,9,Phone,1,36,Debit Card,Male,4,4,Phone,1,Married,2
10,false,15,9,11,296.25745364,false,17,Computer,3,10,Debit Card,Male,3,4,Grocery,3,Divorced,5
3,false,15,3,1,300.75793707,false,19,Phone,1,8,Debit Card,Male,2,3,Others,3,Single,9
1,false,19,1,10,145.14807303,false,5,Phone,1,6,Debit Card,Male,2,4,Laptop & Accessory,1,Single,1
3,false,17,2,4,146.19607677,false,1,Phone,1,24,Debit Card,Male,4,4,Phone,5,Divorced,1
2,false,12,2,5,176.18310437,false,5,Phone,3,9,Debit Card,Male,3,4,Laptop & Accessory,3,Single,1
3,true,16,1,4,153.37243168,false,12,Computer,1,12,Debit Card,Male,2,3,Laptop & Accessory,5,Divorced,1
7,true,12,2,0,232.66806577,true,13,Phone,3,30,E wallet,Male,3,5,Laptop & Accessory,3,Married,1
10,true,11,2,2,205.05070253,false,28,Computer,3,11,E wallet,Female,3,1,Fashion,3,Divorced,0
6,false,13,2,2,317.84796607,false,0,Phone,1,10,CC,Male,3,5,Others,2,Married,2
4,false,15,1,7,187.83060681,false,9,Computer,3,6,E wallet,Male,2,3,Fashion,3,Divorced,0
2,false,15,2,3,165.71823346,false,7,Phone,3,9,E wallet,Female,3,3,Laptop & Accessory,1,Married,1
8,false,12,1,0,278.64664673,false,28,Phone,1,35,Debit Card,Male,2,4,Laptop & Accessory,4,Single,1
11,false,15,12,3,175.6793134,false,10,Phone,3,35,COD,Male,3,4,Laptop & Accessory,2,Single,6
2,false,11,1,3,143.96987997,false,2,Phone,3,29,E wallet,Male,2,3,Laptop & Accessory,1,Single,0
1,false,12,3,3,120.6005395,false,9,Phone,1,12,CC,Male,2,1,Phone,5,Married,0
1,false,15,1,4,143.44085993,false,11,Computer,1,17,UPI,Male,2,3,Phone,2,Single,0
2,true,13,10,8,184.54485399,false,1,Computer,3,10,Debit Card,Female,4,4,Fashion,5,Married,3
2,false,26,2,3,149.11285106,true,1,Phone,1,32,CC,Male,4,4,Phone,5,Single,1
2,false,19,1,2,153.07731974,false,8,Phone,3,16,E wallet,Male,3,4,Laptop & Accessory,1,Married,1
3,false,13,2,1,154.51624603,false,1,Phone,2,29,CC,Male,3,5,Phone,4,Married,2
5,false,21,12,7,155.75854732,false,15,Phone,1,13,CC,Female,4,3,Laptop & Accessory,3,Married,2
2,true,12,9,0,202.50022181,true,19,Computer,1,27,Debit Card,Female,3,4,Fashion,1,Married,1
11,false,12,2,1,176.17734948,false,14,Phone,1,25,Debit Card,Male,3,4,Laptop & Accessory,3,Single,2
8,false,12,2,2,146.77136119,false,0,Phone,1,18,Debit Card,Male,3,4,Phone,2,Divorced,1
1,true,14,1,8,184.93808724,false,7,Phone,1,22,CC,Male,3,3,Fashion,3,Married,1
4,false,25,2,3,158.46839757,true,1,Phone,3,9,CC,Female,3,5,Phone,4,Single,1
8,false,17,2,1,160.47796364,true,10,Phone,1,15,Debit Card,Female,4,4,Phone,3,Married,2
3,false,19,4,1,260.16514878,true,1,Computer,3,11,E wallet,Female,4,5,Grocery,4,Married,2
2,false,11,1,2,125.29544997,false,6,Computer,1,14,Debit Card,Male,2,1,Phone,4,Married,1
11,false,20,2,1,149.31634077,false,13,Computer,1,7,CC,Female,3,4,Laptop & Accessory,2,Divorced,2
5,false,17,2,1,248.80971816,false,31,Phone,3,17,UPI,Male,4,4,Grocery,2,Divorced,2
4,false,19,2,4,189.55120244,false,14,Phone,3,15,Debit Card,Male,3,4,Fashion,4,Married,1
4,false,17,2,4,177.9162778,false,19,Phone,1,30,COD,Female,3,4,Laptop & Accessory,3,Married,1
5,true,17,2,5,147.74809948,false,5,Phone,1,15,CC,Female,3,3,Laptop & Accessory,5,Married,1
5,false,15,2,5,160.49559568,false,15,Phone,1,9,Debit Card,Male,4,4,Phone,5,Married,2
7,false,17,2,11,288.22865855,false,23,Phone,2,9,Debit Card,Male,2,3,Others,3,Single,1
3,false,17,2,1,177.42088032,false,1,Computer,3,14,CC,Female,4,4,Laptop & Accessory,5,Single,2
2,false,14,2,1,149.98769072,false,1,Phone,1,29,CC,Female,3,2,Phone,5,Single,2
2,false,22,1,2,113.13133843,false,3,Phone,1,34,Debit Card,Male,2,4,Phone,1,Married,0
4,false,13,2,11,234.57565105,false,13,Computer,3,35,CC,Male,3,3,Fashion,4,Married,2
6,false,13,1,0,128.34393542,false,0,Phone,1,22,CC,Female,3,3,Phone,5,Married,1
7,false,13,1,3,147.00955297,true,1,Phone,3,31,CC,Female,3,6,Phone,5,Married,1
3,false,16,1,0,128.81896569,false,3,Phone,1,17,CC,Female,2,4,Laptop & Accessory,4,Married,0
6,false,13,2,3,150.47479218,false,21,Phone,1,9,Debit Card,Female,3,4,Phone,3,Divorced,1
4,false,14,9,6,200.82799707,false,18,Phone,3,12,E wallet,Male,2,3,Fashion,3,Married,4
2,false,13,1,7,152.36742828,false,11,Computer,1,35,COD,Male,2,3,Fashion,3,Married,1
7,true,13,1,2,124.83014759,false,0,Computer,3,14,Debit Card,Female,3,3,Phone,5,Married,0
2,true,14,2,1,186.32303442,false,4,Computer,3,22,Debit Card,Female,3,4,Laptop & Accessory,5,Married,2
3,false,18,1,7,163.84038171,false,19,Phone,1,11,Debit Card,Male,3,1,Laptop & Accessory,5,Married,1
1,false,25,2,3,218.27211696,false,8,Phone,1,16,Debit Card,Female,4,4,Phone,5,Married,2
7,true,17,2,5,203.12613441,true,13,Computer,2,34,Debit Card,Female,3,4,Fashion,3,Married,1
2,false,13,1,7,137.2184767,true,0,Computer,3,30,Debit Card,Male,2,4,Laptop & Accessory,2,Single,0
10,false,23,2,4,160.40896138,false,20,Phone,1,9,Debit Card,Female,3,4,Laptop & Accessory,1,Divorced,2
1,true,16,1,0,71.96368102,true,1,Phone,3,32,COD,Male,2,3,Phone,1,Single,1
2,false,11,1,7,144.6043157,false,7,Phone,3,10,Debit Card,Female,3,4,Laptop & Accessory,4,Single,1
4,false,16,7,9,166.03560947,false,19,Phone,1,13,CC,Male,3,4,Laptop & Accessory,4,Married,4
2,false,26,1,0,198.81996197,false,4,Computer,1,16,Debit Card,Male,3,4,Laptop & Accessory,3,Single,1
5,false,15,5,2,292.9415453,false,7,Computer,1,15,Debit Card,Male,3,3,Grocery,5,Married,1
5,true,12,2,1,238.67912499,false,3,Phone,1,31,Debit Card,Female,2,1,Fashion,5,Married,2
4,true,21,2,8,224.32922215,false,8,Computer,1,7,Debit Card,Male,3,4,Laptop & Accessory,1,Married,1
3,false,16,2,1,142.77904625,false,1,Phone,1,34,CC,Female,3,4,Phone,3,Divorced,1
3,true,12,2,8,159.52703555,true,1,Computer,1,30,Debit Card,Male,4,6,Phone,5,Single,2
10,false,21,4,0,268.74422408,false,20,Computer,1,8,COD,Female,3,3,Grocery,1,Single,1
2,false,14,1,5,136.60217605,false,2,Phone,1,26,CC,Female,2,3,Phone,5,Divorced,1
2,true,20,1,9,195.08112574,false,15,Computer,1,24,CC,Female,2,3,Laptop & Accessory,4,Divorced,1
4,false,14,2,2,167.7343398,false,1,Phone,1,17,CC,Male,3,5,Laptop & Accessory,5,Married,2
2,true,12,1,9,143.59749444,false,8,Phone,1,23,CC,Male,3,5,Laptop & Accessory,5,Single,0
3,true,13,1,0,185.24069542,false,4,Phone,2,24,Debit Card,Female,3,4,Fashion,3,Single,1
4,false,13,1,4,209.39937006,false,4,Phone,1,22,CC,Male,3,4,Fashion,3,Married,1
10,false,13,2,2,232.7839049,false,17,Phone,2,6,CC,Female,2,3,Grocery,4,Divorced,0
1,true,20,2,2,138.1194785,true,0,Computer,1,9,Debit Card,Female,2,5,Laptop & Accessory,3,Single,1
5,true,15,3,13,293.47711807,false,23,Phone,1,22,CC,Female,2,1,Others,1,Married,0
2,false,14,2,12,143.4043559,false,7,Computer,3,14,E wallet,Male,2,4,Laptop & Accessory,5,Single,1
3,false,11,7,6,186.11418755,true,7,Phone,1,8,CC,Male,2,3,Fashion,4,Divorced,5
2,false,16,2,4,155.11441786,false,9,Phone,2,27,UPI,Male,3,2,Phone,1,Married,2
2,true,15,2,8,203.30304756,false,9,Phone,1,17,CC,Male,4,5,Fashion,1,Married,2
4,false,15,2,1,154.99468403,false,11,Phone,1,12,Debit Card,Male,4,4,Phone,3,Single,2
3,false,18,1,2,273.59318833,false,20,Phone,1,8,Debit Card,Female,3,3,Grocery,1,Married,1
8,true,23,2,3,315.71302439,false,22,Computer,1,11,CC,Female,3,4,Others,4,Married,1
2,false,11,4,2,129.61034598,false,10,Computer,1,9,COD,Male,2,3,Laptop & Accessory,3,Single,1
6,false,18,2,9,161.06614105,false,19,Phone,1,15,Debit Card,Female,2,4,Laptop & Accessory,5,Married,1
5,false,17,2,8,190.80290416,false,5,Phone,1,17,Debit Card,Female,4,4,Laptop & Accessory,4,Married,1
3,true,16,7,8,178.98680506,false,7,Phone,1,17,Debit Card,Male,3,4,Fashion,1,Single,3
6,false,12,1,4,162.25405487,false,0,Phone,3,8,CC,Male,3,3,Laptop & Accessory,5,Married,0
2,false,17,2,5,128.15717603,false,4,Computer,1,30,CC,Female,3,5,Phone,3,Single,0
6,false,23,2,3,168.39291241,false,15,Computer,3,7,Debit Card,Male,3,4,Laptop & Accessory,5,Single,1
6,true,20,1,0,122.50656347,true,9,Phone,1,21,Debit Card,Female,2,5,Laptop & Accessory,3,Single,1
6,true,11,6,7,179.05518425,false,10,Computer,1,16,Debit Card,Female,2,4,Fashion,4,Married,5
2,false,23,11,8,293.37729295,false,27,Phone,1,14,Debit Card,Male,2,3,Others,2,Divorced,4
4,true,12,1,5,162.65478941,false,9,Computer,1,7,Debit Card,Female,3,4,Laptop & Accessory,1,Single,0
7,false,15,5,10,316.82517492,false,30,Phone,1,32,CC,Male,3,4,Others,4,Married,3
3,false,19,2,1,158.56587082,false,14,Phone,1,16,Debit Card,Male,3,5,Phone,2,Married,1
3,true,12,2,5,150.59305489,false,1,Computer,1,17,Debit Card,Female,4,5,Phone,5,Married,1
3,false,14,3,3,152.75375523,true,1,Phone,3,10,CC,Male,3,4,Phone,1,Married,1
6,true,19,2,2,159.2341841,false,16,Phone,1,20,Debit Card,Male,3,4,Phone,5,Single,0
9,false,15,2,5,173.72037995,false,13,Computer,3,27,E wallet,Male,3,4,Laptop & Accessory,3,Married,2
4,false,19,2,0,232.83658643,false,13,Phone,3,15,Debit Card,Male,3,4,Grocery,2,Married,0
2,false,15,1,2,293.19363022,true,0,Phone,1,15,Debit Card,Male,2,3,Laptop & Accessory,4,Single,0
5,true,15,2,13,289.18846401,false,23,Computer,2,16,CC,Male,3,4,Grocery,3,Married,0
1,false,14,3,10,176.93647377,false,1,Phone,3,13,CC,Female,2,1,Laptop & Accessory,5,Single,4
3,true,13,11,8,122.50301301,true,9,Phone,1,22,Debit Card,Female,3,5,Phone,5,Single,5
4,false,17,1,2,242.26452802,false,30,Phone,1,10,Debit Card,Male,2,4,Grocery,3,Single,0
3,false,11,6,15,126.45196494,false,9,Phone,1,16,CC,Male,3,2,Phone,2,Divorced,1
2,true,13,1,1,134.5754612,false,20,Phone,1,16,Debit Card,Male,2,3,Phone,3,Married,1
2,true,21,3,3,148.92629249,false,1,Phone,1,14,Debit Card,Female,4,5,Phone,4,Married,3
2,true,16,1,3,128.71707619,false,0,Computer,1,5,CC,Female,3,3,Phone,3,Single,0
11,true,12,2,1,155.66252768,true,3,Computer,1,28,Debit Card,Male,3,4,Phone,5,Single,1
2,false,18,1,2,120.83741643,false,28,Phone,1,26,Debit Card,Male,2,3,Phone,3,Single,1
2,false,14,1,3,180.26593266,false,9,Phone,3,8,Debit Card,Male,3,3,Laptop & Accessory,5,Married,1
3,false,12,2,3,198.10166285,false,10,Phone,1,16,Debit Card,Male,3,4,Fashion,3,Married,1
3,true,14,6,8,149.31116482,true,1,Computer,2,13,UPI,Male,3,4,Phone,4,Single,3
1,false,17,1,2,176.70507704,false,9,Phone,3,9,E wallet,Female,3,4,Fashion,1,Married,0
3,false,12,2,10,180.27881538,false,5,Phone,1,25,CC,Male,4,4,Laptop & Accessory,4,Single,1
2,false,16,1,0,121.00797765,true,9,Phone,1,24,COD,Male,3,4,Phone,5,Married,1
4,false,14,2,1,181.14710889,false,1,Phone,1,24,Debit Card,Male,3,5,Laptop & Accessory,4,Single,1
7,false,15,1,2,164.02385647,false,28,Phone,2,30,UPI,Male,3,1,Laptop & Accessory,4,Married,1
3,false,12,5,5,191.30721007,false,12,Computer,3,7,E wallet,Female,4,3,Laptop & Accessory,5,Married,1
3,false,14,2,1,181.72807367,false,10,Computer,3,9,E wallet,Male,3,5,Laptop & Accessory,4,Single,0
5,false,12,5,7,193.93655368,false,13,Computer,3,29,COD,Male,3,5,Fashion,4,Married,3
3,true,16,3,3,156.16300071,true,1,Phone,1,30,CC,Male,3,5,Phone,4,Married,3
1,true,14,2,2,127.50948077,false,0,Computer,1,15,CC,Female,3,4,Phone,3,Single,0
4,false,14,1,3,210.88199455,false,20,Phone,3,11,Debit Card,Male,2,3,Fashion,4,Single,1
5,false,14,1,2,126.60997895,false,6,Computer,1,12,Debit Card,Male,3,3,Phone,4,Married,0
2,true,20,2,10,148.77629905,false,9,Phone,3,14,E wallet,Male,2,5,Laptop & Accessory,4,Single,0
2,false,12,1,3,143.3745463,false,9,Phone,1,6,Debit Card,Male,3,5,Laptop & Accessory,4,Single,0
10,true,11,1,2,280.26173449,false,23,Phone,1,10,COD,Female,2,2,Others,4,Married,0
2,false,13,1,3,145.56606448,false,7,Computer,3,8,CC,Female,2,4,Laptop & Accessory,5,Married,0
3,false,20,2,1,153.58087466,false,12,Computer,3,13,CC,Male,3,4,Laptop & Accessory,1,Single,9
3,false,16,6,8,203.18854499,false,17,Phone,1,8,Debit Card,Male,3,4,Laptop & Accessory,2,Single,7
2,false,21,1,4,123.87458471,false,12,Computer,1,14,Debit Card,Male,3,1,Phone,2,Single,0
5,false,14,2,1,234.39287738,false,15,Phone,1,30,Debit Card,Female,4,4,Fashion,4,Divorced,4
3,true,16,1,6,237.93673677,false,23,Phone,1,8,Debit Card,Male,2,5,Grocery,3,Married,0
3,false,13,2,8,148.08732447,true,1,Computer,1,16,Debit Card,Female,4,6,Phone,5,Single,2
2,false,20,2,1,129.87613853,true,0,Computer,1,18,CC,Male,3,3,Phone,5,Single,2
2,true,15,6,4,141.37455681,true,0,Phone,3,25,E wallet,Female,2,4,Laptop & Accessory,1,Divorced,0
2,true,12,1,2,152.97500976,true,0,Computer,3,26,E wallet,Female,2,5,Laptop & Accessory,3,Married,1
2,false,16,2,0,124.06425015,true,0,Phone,1,14,CC,Male,3,2,Laptop & Accessory,3,Single,2
3,false,26,2,3,153.89803413,false,8,Phone,1,30,CC,Female,4,4,Phone,1,Married,2
1,false,19,7,12,129.38602483,false,17,Phone,1,21,CC,Female,3,3,Phone,5,Married,1
2,false,18,6,16,174.40087818,false,7,Computer,1,32,COD,Male,2,4,Fashion,3,Divorced,2
3,false,16,2,8,163.16705499,false,4,Computer,1,15,CC,Male,4,2,Phone,3,Married,2
6,false,23,2,1,193.03397805,false,7,Phone,1,7,Debit Card,Male,4,6,Laptop & Accessory,3,Married,2
2,false,12,2,5,193.79940525,true,1,Computer,1,18,Debit Card,Male,3,4,Laptop & Accessory,5,Divorced,1
3,true,16,7,3,178.53214587,true,1,Phone,3,31,E wallet,Female,3,5,Phone,5,Married,1
4,false,22,6,4,301.58796852,false,18,Computer,1,7,Debit Card,Female,3,3,Grocery,5,Married,4
10,false,18,1,2,179.05053688,false,8,Phone,3,8,CC,Male,3,4,Fashion,3,Divorced,0
5,false,18,1,7,276.931034,false,13,Phone,1,8,Debit Card,Male,3,3,Grocery,1,Married,1
9,false,15,5,8,232.71283106,false,24,Phone,2,33,Debit Card,Male,3,4,Fashion,4,Married,1
7,false,14,2,1,124.98925563,true,3,Computer,1,14,CC,Male,3,3,Phone,4,Married,1
9,true,14,2,1,172.36084038,false,21,Phone,1,15,Debit Card,Male,4,5,Phone,5,Married,2
3,false,14,9,11,160.14898849,false,3,Phone,1,26,Debit Card,Female,4,5,Phone,1,Married,8
7,true,12,2,1,180.61507111,true,2,Phone,3,9,COD,Male,3,6,Laptop & Accessory,4,Single,2
3,false,12,2,3,211.19198841,false,1,Phone,3,7,Debit Card,Male,3,4,Fashion,5,Married,1
11,true,17,2,2,193.17964338,false,8,Phone,1,23,COD,Male,3,4,Laptop & Accessory,5,Single,1
8,false,11,1,0,120.59376802,false,7,Computer,1,9,Debit Card,Male,3,3,Phone,2,Married,1
3,true,26,2,2,136.28144469,false,18,Phone,1,18,CC,Male,3,4,Laptop & Accessory,3,Married,2
2,true,15,1,3,173.33611035,false,9,Phone,3,32,E wallet,Female,2,3,Fashion,3,Married,1
5,false,20,2,5,152.53368901,false,1,Phone,1,7,Debit Card,Female,3,3,Phone,4,Divorced,1
8,false,21,15,6,152.59646212,false,18,Computer,1,10,Debit Card,Male,3,3,Laptop & Accessory,5,Single,3
6,false,15,2,8,322.86615426,false,23,Phone,1,29,COD,Female,3,3,Others,3,Divorced,0
4,false,18,1,7,144.50813707,false,8,Phone,2,14,Debit Card,Male,2,3,Laptop & Accessory,5,Married,0
4,false,16,4,8,183.17388451,false,7,Phone,1,9,Debit Card,Male,3,3,Laptop & Accessory,3,Married,0
3,false,17,2,1,153.10871509,false,12,Computer,1,30,Debit Card,Male,4,2,Phone,3,Married,1
3,false,14,2,3,182.274797,false,9,Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,2,Divorced,1
11,true,13,2,8,183.42685632,false,21,Phone,1,24,Debit Card,Female,4,5,Laptop & Accessory,2,Married,1
5,true,14,1,2,166.54229216,false,15,Phone,3,12,Debit Card,Female,2,2,Laptop & Accessory,3,Married,1
2,false,22,1,3,143.36944619,false,12,Computer,1,6,Debit Card,Male,1,3,Laptop & Accessory,4,Married,1
2,true,22,7,1,185.6656184,false,0,Phone,3,15,E wallet,Male,2,3,Fashion,4,Married,4
2,true,20,1,1,157.18337958,false,12,Phone,1,9,CC,Male,3,5,Phone,5,Divorced,0
1,false,17,4,7,187.00528623,true,0,Phone,3,10,CC,Male,2,3,Laptop & Accessory,2,Married,1
6,false,18,11,9,291.70844056,false,26,Phone,1,13,COD,Male,3,2,Phone,3,Single,4
3,false,21,2,8,170.6777775,false,8,Phone,3,28,COD,Male,4,5,Laptop & Accessory,1,Single,1
5,false,15,1,4,148.23846914,false,9,Phone,2,15,UPI,Male,2,1,Laptop & Accessory,4,Married,0
9,false,12,1,2,161.3234951,false,12,Computer,3,11,UPI,Male,3,4,Laptop & Accessory,5,Single,0
4,false,11,1,3,164.77389525,false,7,Phone,3,14,COD,Female,2,4,Laptop & Accessory,4,Single,0
2,false,15,2,3,151.70595673,false,3,Computer,1,7,CC,Female,3,4,Phone,2,Divorced,1
2,false,25,1,9,161.24850477,false,4,Phone,3,11,Debit Card,Female,3,3,Laptop & Accessory,1,Married,1
5,false,11,1,7,136.73100211,false,6,Phone,1,11,CC,Male,2,3,Laptop & Accessory,4,Single,0
5,false,16,2,4,178.18246952,false,9,Phone,1,7,UPI,Male,4,5,Laptop & Accessory,5,Married,1
